2023-04-28 17:33:04.212248,3
2024-01-14 17:33:04.212248,15
2024-03-03 17:33:04.212248,4
2023-08-17 17:33:04.212248,3
2023-12-13 17:33:04.212248,18
2023-04-29 17:33:04.212248,7
2023-06-28 17:33:04.212248,12
2024-01-18 17:33:04.212248,0
2024-04-22 17:33:04.212248,19
2023-12-28 17:33:04.212248,9
2024-04-07 17:33:04.212248,16
2023-07-22 17:33:04.212248,16
2023-07-08 17:33:04.212248,14
2024-03-01 17:33:04.212248,7
2024-03-22 17:33:04.212248,8
2023-12-06 17:33:04.212248,9
2023-09-15 17:33:04.212248,2
2024-02-22 17:33:04.212248,2
2024-03-08 17:33:04.212248,9
2024-01-23 17:33:04.212248,2
2023-08-15 17:33:04.212248,3
2023-06-21 17:33:04.212248,17
2024-04-01 17:33:04.212248,15
2023-07-13 17:33:04.212248,9
2024-02-26 17:33:04.212248,9
2023-11-15 17:33:04.212248,0
2024-01-02 17:33:04.212248,4
2023-11-03 17:33:04.212248,19
2023-07-31 17:33:04.212248,15
2023-08-27 17:33:04.212248,7
2023-07-01 17:33:04.212248,10
2024-03-25 17:33:04.212248,11
2024-04-03 17:33:04.212248,5
2023-12-05 17:33:04.212248,1
2023-10-31 17:33:04.212248,13
2023-10-01 17:33:04.212248,18
2023-12-18 17:33:04.212248,6
2024-02-27 17:33:04.212248,13
2023-06-18 17:33:04.212248,1
2023-09-07 17:33:04.212248,1
2023-06-06 17:33:04.212248,17
2023-06-27 17:33:04.212248,18
2023-08-24 17:33:04.212248,9
2023-09-27 17:33:04.212248,18
2023-09-29 17:33:04.212248,10
2023-06-26 17:33:04.212248,12
2023-11-02 17:33:04.212248,12
2023-05-02 17:33:04.212248,8
2023-10-27 17:33:04.212248,17
2024-01-29 17:33:04.212248,9
2023-06-23 17:33:04.212248,17
2023-11-25 17:33:04.212248,10
2023-06-04 17:33:04.212248,15
2023-12-15 17:33:04.212248,0
2023-09-02 17:33:04.212248,16
2023-06-27 17:33:04.212248,5
2023-05-22 17:33:04.212248,13
2023-11-14 17:33:04.212248,18
2023-05-07 17:33:04.212248,1
2023-08-04 17:33:04.212248,14
2023-05-26 17:33:04.212248,7
2024-03-17 17:33:04.212248,8
2024-04-14 17:33:04.212248,5
2023-10-14 17:33:04.212248,15
2023-11-05 17:33:04.212248,7
2024-03-26 17:33:04.212248,0
2024-01-30 17:33:04.212248,10
2023-11-23 17:33:04.212248,14
2023-07-05 17:33:04.212248,13
2024-02-28 17:33:04.212248,0
2023-05-12 17:33:04.212248,2
2023-12-04 17:33:04.212248,10
2023-08-26 17:33:04.212248,3
2023-08-01 17:33:04.212248,9
2023-06-21 17:33:04.212248,1
2023-06-01 17:33:04.212248,0
2023-07-07 17:33:04.212248,11
2023-06-07 17:33:04.212248,4
2024-01-22 17:33:04.212248,12
2023-06-30 17:33:04.212248,4
2023-11-10 17:33:04.212248,16
2023-09-05 17:33:04.212248,19
2023-05-21 17:33:04.212248,12
2023-08-22 17:33:04.212248,0
2024-01-13 17:33:04.212248,2
2023-11-30 17:33:04.212248,12
2023-09-04 17:33:04.212248,14
2024-01-12 17:33:04.212248,11
2023-07-28 17:33:04.212248,0
2023-07-21 17:33:04.212248,1
2024-02-27 17:33:04.212248,7
2023-07-10 17:33:04.212248,6
2023-09-13 17:33:04.212248,13
2024-01-26 17:33:04.212248,18
2023-06-03 17:33:04.212248,16
2023-11-09 17:33:04.212248,11
2023-07-17 17:33:04.212248,9
2024-01-31 17:33:04.212248,2
2024-03-27 17:33:04.212248,7
2023-09-24 17:33:04.212248,7
2023-06-23 17:33:04.212248,1
2023-09-21 17:33:04.212248,11
2023-07-10 17:33:04.212248,0
2023-06-28 17:33:04.212248,17
2023-06-30 17:33:04.212248,13
2024-04-15 17:33:04.212248,11
2023-08-31 17:33:04.212248,3
2023-08-07 17:33:04.212248,13
2023-08-20 17:33:04.212248,8
2024-03-12 17:33:04.212248,19
2023-12-04 17:33:04.212248,13
2023-05-23 17:33:04.212248,10
2023-09-29 17:33:04.212248,16
2023-10-01 17:33:04.212248,4
2023-12-20 17:33:04.212248,0
2023-10-22 17:33:04.212248,4
2023-09-20 17:33:04.212248,1
2024-02-14 17:33:04.212248,2
2023-09-19 17:33:04.212248,5
2023-12-22 17:33:04.212248,4
2024-03-01 17:33:04.212248,10
2023-06-23 17:33:04.212248,18
2024-03-10 17:33:04.212248,6
2023-10-05 17:33:04.212248,15
2023-07-26 17:33:04.212248,9
2024-03-18 17:33:04.212248,17
2024-04-17 17:33:04.212248,16
2023-08-18 17:33:04.212248,18
2024-03-18 17:33:04.212248,2
2023-06-10 17:33:04.212248,19
2023-08-11 17:33:04.212248,8
2024-03-15 17:33:04.212248,15
2023-11-05 17:33:04.212248,1
2023-10-27 17:33:04.212248,1
2023-11-25 17:33:04.212248,19
2023-10-17 17:33:04.212248,11
2024-03-04 17:33:04.212248,16
2023-08-18 17:33:04.212248,10
2023-11-12 17:33:04.212248,17
2023-12-28 17:33:04.212248,19
2024-04-07 17:33:04.212248,16
2024-04-07 17:33:04.212248,4
